,commit id,categories,commit_message
726,83c874e,"['Testing', 'Maintenance']","Make namespaces in .i.js files contain `{}`

Previously, we were translating definitions of the form
     /** @const */ var goog = goog || {};
to
     /** @const */ var goog;
in .i.js files.  Now we will instead generate
     /** @const */ var goog = {};

This makes the generated files compatible with NTI.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=165989638
"
727,05ad006,"['Testing', 'Maintenance']","[NTI] Change the subtyping rule for the receiver type of functions.

For method overrides, make it stricter (to catch the same warnings as OTI). We were ignoring @this completely before and now we don't.

For other function subtyping, make it looser. The motivation here is to avoid spurious warnings when dubious overrides (such as toString) need to be checked during structural subtyping. See the new test with IObject.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=173298821
"
728,c8df197,"['Testing', 'Maintenance']","Fix the CheckRequiresAndProvidesSorted lint check to not emit 'use strict' when it's printing the correct order of requires.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=178286120
"
729,326c57e,['Maintenance'],"Use non-static LiveVariableAnalysis and tie breakers.

This avoids some problems that can come up when multiple compilations are run in separate threads.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=164049871
"
730,2df399f,"['Testing', 'Maintenance', 'Refactoring']","Refactor ConvertToTypedInterface

Split the RemoveCode traversal into two separate portions:
RemoveNonDeclarations: which removes code that doesn't affect typing like function bodies and control flow structures.
SimplifyDeclarations: which simplifies assignments by removing duplication and removing unnecessary right-hand sides and adding JSDoc if necessary.

Also do some unrelated refactoring, like pulling the JSDoc rewriting helper methods into a static helper class.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=157520686
"
731,2ed26c2,['Clean up'],"Enable TTL by default in NTI and delete the compiler option.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=165001793
"
732,7db7728,"['Maintenance', 'Clean up']","A couple small simplifications related to ES6 modules.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=160142836
"
733,f23c5be,"['Testing', 'Maintenance']","[NTI] Convert DevirtualizePrototypeMethods and its test.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=153657748
"
734,03e49f9,"['Testing', 'Clean up', 'Maintenance']","[NTI] Rearrange the order of some pre-typechecking transpilation passes.

This allows removing TranspilationPasses#addEs6LatePasses and replacing it with the two calls, addEs6LatePassesBeforeNti and addEs6LatePassesAfterNti.  We will be further rearranging the passes as NTI becomes capable of handling more ES6 features.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=173489405
"
735,39184a6,"['Testing', 'Maintenance']","Replace some substring() and substr() calls with charAt()

Replace cases like foo.substring(0, 1) with foo.charAt(0). According to https://jsperf.com/substr-or-charat, charAt is about 20x faster on Chrome 54. This also saves a bit on code size.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=138557701
"
736,7e4d75c,['Clean up'],"Remove no longer logic to makes sure MarkPureFunctions is still run at least once when J2CL is enabled.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=169635102
"
737,9df6321,['Documentation'],"Remove broken links to old Google Code issues tracker

Replace it instead with the mirror I set up at https://github.com/blickly/closure-compiler-issues

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=143607360
"
738,e35ee81,"['Testing', 'Maintenance', 'Feature Add']","RemoveUnusedVars: option to allow removing extern properties

Also use builder pattern since RUV now has more than 3 options and I expect to
add more.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=178192876
"
739,e6e4313,"['Testing', 'Bug fix']","Fix shorthand object literal referencing import in Es6RewriteModules

This fixes the case where an object literal references an imported module or
a named property in that module. E.g.:

```js
import {foo} from './bar.js';

const qux = {foo};
```

This was previously producing an `IllegalStateException`.

Closes https://github.com/google/closure-compiler/pull/2620

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=165718354
"
740,aeaa7a6,"['Testing', 'Feature Add']","Add a new @typeSummary annotation for .i.js files.

Using this for .i.js files generated from code (as opposed to those
that were originally from externs), let's us distinguish between the two cases,
and looks to be useful for some cases that we want to distinguish ""real""
externs from generated ones in the compiler, as well as for pruning.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=167890923
"
741,2b4e30f,['Token Replace'],"Change pass name removeUnusedVars to removeUnusedCode

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=178261403
"
742,7d0ea79,"['Testing', 'Maintenance', 'Documentation']","Minor formatting/lint fixes.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=152694036
"
743,7ab7014,"['Maintenance', 'Feature Add']","[NTI] Call delegate coding conventions during NTI.

NEW: ensure delegate proxy types get finalized, and add special handling to automaticall suppress duplicate property errors from implicitly defined delegate properties.
Also cleans up some testing around synthetic types, in particular, unifying stringification of synthetic types across OTI and NTI.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=171585245
"
744,cb67bb1,['Clean up'],"Remove always-true constant.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=142068172
"
745,318ac4d,"['Testing', 'Clean up']","Remove the now unnecessary QUALIFIED_REFERENCE_TO_GOOG_MODULE check.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=166715714
"
746,fd1eb16,"['Testing', 'Documentation', 'Refactoring']","[NTI] Do not back off disambiguation when the type mismatch involves a type variable.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=173293400
"
747,78816ee,['Testing'],"Switch testing code to use a lambda.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=175867777
"
748,11acbf8,['Maintenance'],"csscomp: Sort mappings before handing them of to SourceMapGeneratorV3

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=130193270
"
749,43e0a0b,['Debug'],"print file name and line number in warnings,
so people have some hope of finding the lines that we want them to fix
	Change on 2012/04/11 by nicksantos@nicksantos
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=29157837
"
750,3a00a40,['Clean up'],"Remove unused code.
	Change on 2012/04/27 by <user>@<user>
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=29637683
"
751,b0a99b8,['Documentation'],"Fix some authorship mistakes and omissions.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=62503725
"
752,957bce9,['Maintenance'],"Cleanup grab bag:
- Findbugs warnings
- compiler warnings (cast, generic array, unchecked)
- Javadoc warnings
- unnecessary @Beta tags for package-private classes
- unnecessary Platform.newArray(Class, int) indirection
- Guava copyrights
- exception message typo
- DerivedGenerator documentation
- parameterized instanceof
- import sorting in files already changed
	Change on 2012/04/26 by cpovirk@cpovirk
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=29598347
"
753,b5057b7,"['Testing', 'Feature Add']","Support Microsoft @list at-rules in the parser (and strip them out in the sanitizers). This allows us to recover more gracefully when we encounter CSS generated by Microsoft tools. The implementation allows us to parse at-rules with non-ruleset blocks, but this is restricted by LOOKAHEAD to @list for efficiency's sake.
	Change on 2013/07/03 by <user> <<user>@google.com>
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=48912601
"
754,b02d77b,"['Testing', 'Feature Add']","Expose detailed diagnostic information about sanitizations to clients.

This is essentially [] (rolled back in []) again, except now we are configuring serious sanitization errors to be logged at FINE.
	Change on 2013/05/13 by <user> <<user>@google.com>
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=46580334
"
755,a7a5dea,"['Testing', 'Maintenance']","Add support for @page rule of the form

@page IDENT { ... }

This is valid according to http://www.w3.org/TR/css3-page/#at-page-rule
	Change on 2014/02/23 by harinic <harinic@google.com>
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=62038393
"
756,b90983b,['Clean up'],"Soy JS codegen: Remove DeclarationBuilder

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=148408182
"
757,1794620,"['Testing', 'Refactoring']","Soy cleanup: Remove SoyTypeOps, move functionality to SoyTypes

No need to have a separate class for type operations

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=155775631
"
758,16f83e5,['Clean up'],"Remove dead code.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=179844332
"
759,10760d0,['Clean up'],"Soy: remove ErrorManager(Impl)?.

In [] I renamed ErrorManager and impl to ErrorReporter (and moved them to another package) but forgot to p4 rm the Manager classes.

No rollback is needed because the Manager classes are just dead code.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=87546960
"
760,53b91bd,"['Testing', 'Refactoring']","Soy: extract SnippetFormatter from ErrorPrettyPrinter.

A nice feature of Grok is printing snippets of source code associated with nodes and edges (for example, in the xrefs of code search).

One way to provide these snippets would be to call toSourceString() on each node. However, there is no guarantee that this is the actual human-composed source code. It would probably get confusing.

ErrorPrettyPrinter has exactly the snippet logic we need. This CL extracts it into a new class, SnippetFormatter, since snippets are useful for more than errors.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=98315923
"
761,ca8369e,"['Testing', 'Maintenance', 'Feature Add']","Change Incremental DOM code gen to properly handle void tags.

- Adding call to close for both forms of open tag declarations.
- Changing close node visitor to ignore void elements.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=105559180
"
762,e24690d,['Bug fix'],"Fix soon-to-be compile error (after @CRV is added to FluentIterable).
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=89370571
"
763,e469eab,"['Testing', 'Maintenance']","Enhance the soy benchmark and add benchmarks for foreach loops and calls

https://caliper.[].com/runs/c5c5b588-4aba-4308-9254-ac22f4dccd7a#r:scenario.benchmarkSpec.parameters.feature,scenario.benchmarkSpec.parameters.strategy
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=92414524
"
764,4c17a4b,"['Testing', 'Refactoring']","Soy: hide Let(Content|Value)Node ctors behind Builders.

Same goals and techniques as []
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=87625074
"
765,e85ef1a,['Maintenance'],"Adding trusted_resource_url type.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=107825367
"
766,926bb1b,['Refactoring'],"Recursively remove optional tags from conditional branches.

- Add some regression tests for catching this bug.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=153673130
"
767,f39c874,"['Testing', 'Bug fix']","Don't claim the extra indices for LoopVars if the variable didn't get defined.

This ensures that the data structures get properly restored when running on soy
files with errors since var slots only get removed when variables go out of
scope but in this case the variable didn't get defined (due to a name conflict)
and so its slots wouldn't get restored when exiting the scope.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=110015825
"
768,c0e49a8,['Source Control'],"Automated [] rollback of changelist 159273275.

*** Reason for rollback ***

Break [] template params test

*** Original change description ***

Actually run the compiler pass for adding HTML comments.

- Include AddHtmlCommentsForDebugPass to PassManager.
- Provide a mechanism to disable this pass for some cases. For example, GwtSoy does not support IJ data so it should not run this pass. Most of the tests that rely on AST structure should not run this pass as well.
- Add integration tests for the cases where the injected parameters are accidentally used.
- Update all the golden files.

***

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=159280502
"
769,edb7dd2,['Source Control'],"Rollforward [] which was rolled back in [] because the stopwatches could fail if started multiple times which could happen if the compiler is invoked concurrently.  The stopwatches were only used for some debugging metadata so they are being dropped in the rollforward.

*** Original change description ***
Avoid using regular expressions when scanning for simple literals in the RawTextContextUpdater

This way we can take advantage of some of the vm intrinsics for substring
searching.

Here is a profile from a compile that was taking 20 seconds prior to this
change
[]

and here is the same profile afterwards
[]

Time spent in RawTextContextUpdater dropped from 15.88 seconds to 1.2 seconds.
Most of that time was spent trying to match simple literal strings or the \z
regex, by special casing those common cases we can significantly speed things up.

***

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=165734227
"
770,b3990fd,"['Testing', 'Maintenance']","Soy jbcsrc: Don't generate detaches for css() and xid() functions

They're typically short strings, and generating detaches for every one will
unnecessarily increase code size.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=159482675
"
771,7c0ee50,['Source Control'],"Automated [] rollback of changelist 157497602.

*** Reason for rollback ***

Breaks svg self closing nodes, CL with minimal reproducing test case:

[]

Sponge: []

This breaks the rendering of critical parts of material calendar web.

*** Original change description ***

Migrate idom to use the new html parser and ast nodes

In order to do this i needed to add yet another PassManager option to enable the rewriting pass and disable the desugaring pass.  This is currently only set by the incremental dom compiler frontend.

The changes to the code generation backend are fairly trivial[0], most of the work is in the HtmlContextVisitor which enforces the various constraints of the idom backend.  Some of these can be relaxed in the future, but for now i continue to di...

***

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=157578843
"
772,ad84be5,"['Testing', 'Feature Add']","Add a check for static imports of types

RELNOTES: New check for static imports of types
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=89439909
"
773,c849cbf,"['Testing', 'Refactoring']","Merge GuavaSelfEquals into SelfEquals

RELNOTES: Merge GuavaSelfEquals into SelfEquals

MOE_MIGRATED_REVID=149779438
"
774,865a6b8,"['Bug fix', 'Testing']","Add a test for ArraysAsListPrimitiveArray

and then fix the check so the test passes.

MOE_MIGRATED_REVID=127252244
"
775,6de880c,"['Testing', 'Feature Add']","Detect floating point literals that lose precision

RELNOTES: New check to detect floating point literals that lose precision

MOE_MIGRATED_REVID=148833881
"
776,9c9b2ff,['Maintenance'],"Fix unchecked/rawtypes
"
777,4b1a20c,['Clean up'],"Remove redundant calls to `String.format()`
"
778,a45b983,"['Testing', 'Feature Add']","Add an android only check to disallow the use of static and default
methods in interfaces.

RELNOTES: Add an android only check to disallow the use of static and
default methods in interfaces.

MOE_MIGRATED_REVID=138239447
"
779,14b8157,"['Testing', 'Bug fix']","Update EqualsIncompatibleType to not fire if the equality call's parent
is a method invocation of 'assertFalse'.

This pattern is used in exhaustive .equals method testing:
assertFalse(myType.equals(""some string which is not myType""));

RELNOTES: EqualsIncompatibleType ignores callsites inside a negative
JUnit assertion: assertFalse(myType.equals(""a string which is not
myType""));

MOE_MIGRATED_REVID=148103204
"
780,37cb93b,['Maintenance'],"Support multiple suggested fixes.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=82257217
"
781,0656987,['Documentation'],"Fix description of ProtocolBufferOrdinal

it currently shows as a heading, but should just be a list item. Small
rewordings.

MOE_MIGRATED_REVID=146530909
"
782,eb5a3f7,"['Testing', 'Bug fix']","Fix a crash in WrongParameterPackage

MethodSymbol#params is null if the symbol hasn't been completed,
params() should be used instead.

Fixes #356

MOE_MIGRATED_REVID=124159835
"
783,65875df,['Documentation'],"Move ArrayHashCode docs to a sidecar

RELNOTES: N/A
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=99063744
"
784,d9dda89,"['Testing', 'Maintenance']","Simplify the interface to the dataflow analysis and make it ready to improve speed by passing a path directly into the analysis.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=75211008
"
785,c7a89f3,['Maintenance'],"Add Guava's UnsignedInteger to WellKnownMutability

RELNOTES: n/a

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=172794355
"
786,e0e92ee,"['Testing', 'Maintenance']","Improve error-prone options handling to allow enabling non-default checks and
promoting warnings to errors and errors to warnings.

This CL changes error-prone options handling to make it cleaner, allow users
to enable non-default checks, and allow users to override the built-in severity
level (warning vs. error).

Old-style error-prone flags looked like:
-Xepdisable:<checkName[,checkName...]

New error-prone flags look like:
-Xep:<checkName>[:severity]
where severity is one of {OFF, WARN, ERROR}.  If no severity is provided, then
the default severity is used.

This change retains support for the old-style flags until we can clean
the depot.

-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=79264413
"
787,5b3008c,"['Testing', 'Maintenance']","Adjust InvalidTargetingOnScopingAnnotation to only flag instances where there's
a Target without METHOD and TYPE in its element list.

MOE_MIGRATED_REVID=131451224
"
788,5037ad1,['Maintenance'],"Improve ClassNewInstance suggested fix

Prefer `getDeclaredConstructor().newInstance()` to
`getConstructor().newInstance()`.

See: https://bugs.openjdk.java.net/browse/JDK-8168681

MOE_MIGRATED_REVID=148055638
"
789,8534e09,['Documentation'],"Improve TypeParameterUnusedInFormals docs

Warn that addressing this warning could break callers.

RELNOTES: none
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=107636070
"
790,9fb40d7,['Testing'],"Add a check for JUnit assertSame as a ERROR.

MOE_MIGRATED_REVID=143454066
"
791,7c9a32a,['Maintenance'],"Blacklist Futures returned from IntelliJ's Application#executeOnPooledThread.

RELNOTES: N/A

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=174883603
"
792,370735d,"['Testing', 'Bug fix', 'Maintenance']","Improve WildcardImports

Let javac figure out whether a symbol was imported on-demand, instead of
trying ot figure it out ourselves. This fixes a couple of bugs with the
previous version.

RELNOTES: N/A
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=124751473
"
793,4b93917,['Bug fix'],"Fix @GuardedBy(""itself"").

The GuardedByValidator approves this (questionable) usage, but the
GuardedByChecker never actually checks it.

RELNOTES: Fix checking of fields annotated with @GuardedBy(""itself"")

MOE_MIGRATED_REVID=144236217
"
794,5fc108c,['Maintenance'],"Add toString to TypeReference.
"
795,451c9f9,['Maintenance'],"Simplify the implementation of QualifiedName.
"
796,ecbd338,"['Testing', 'Bug fix']","Http Issue 201: Incorrect relative redirect location for URL with empty path
https://codereview.appspot.com/7393060/
"
797,3d45f2c,"['Testing', 'Maintenance']","add Atom.setSlugHeader

https://codereview.appspot.com/7518046/
"
798,7b0f422,"['Testing', 'Bug fix']","[http issue 148] @JsonString annotation not recognized on field of type List or Map

http://codereview.appspot.com/6447088/
"
799,81fbe8d,['Maintenance'],"Add Precondition Failed code (412) for users of the Compute API.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=133154438
"
800,bb1cc58,"['Testing', 'Maintenance']","http issue 182: URL inline authentication removed
https://codereview.appspot.com/8586043/
"
801,7857c33,"['Testing', 'Maintenance']","Enable new javadoc formatter by default

Fixes #7

MOE_MIGRATED_REVID=125072859
"
802,24edd0c,"['Testing', 'Maintenance']","Always break after javadoc

even if there are trailing comments.

MOE_MIGRATED_REVID=148831160
"
803,c83047c,"['Testing', 'Maintenance', 'Indentation']","Fix indentation of for loop variable declarations

with multiple declaration fragments. Previously there was an extra +4 indent:

for (int x = 1, //
        y = 2; ; ) {}

The indent handling is only needed if the first fragment is not a declaration:

int x, y;
for (x = 1, //
        y = 2; ; ) {}

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=154189693
"
804,70ab4ac,"['Testing', 'Maintenance']","Improve javadoc handling in unused import pass

* Recognize references in @exception, @linkplain, and @value tags.
* Recognize qualified type names (e.g. `Map.Entry` is a use of `Map`).

MOE_MIGRATED_REVID=127246892
"
805,83cd759,"['Testing', 'Bug fix']","Include comments when calculating AST node size

The formatter prints method arguments one-per-line unless they all fit on the
same line, or they're all very short. This fixes a bug where the formatter
would fill the arguments even if they had long parameter comments attached to
them.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=106897312
"
806,a0fe9f1,"['Testing', 'Maintenance']","Keep annotations in-line if they occur after the first modifier.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=92397200
"
807,1651bf6,"['Testing', 'Maintenance']","Set supported Java source level to 9 (#178)

Fixes #176"
808,ba28392,['Clean up'],"Deleted unneeded Long deserializer.
"
809,ada597e,"['Testing', 'Maintenance']","value(double) can write NaN and infinite values when lenient, as value(Number) does (#1093)

* Added test which shows that lenient JsonWriter fails writing infinite primitive doubles, but does not fail writing boxed doubles, as stated in #1090.

* Fixed JsonWriter#value(double) to write infinite and NaN values when lenient, as JsonWriter#value(Number) does. (fixes #1090)
"
810,9ce9c62,"['Testing', 'Maintenance']","Tests for JsonElementReader
"
811,1c3d087,['Bug fix'],"Fixed typo.
"
812,4c62934,['Maintenance'],"Only support string keys in string map. This rev passed all 655 applicable map tests in the Guava collections test suite.
"
813,3090a7e,['Maintenance'],"Made deepCopy public (#1091)

* Made deepCopy public

* since 2.8.2
"
814,2c19c43,['Documentation'],"Adding Jesse's name to the JsonElementReader file.
"
815,81854db,['Maintenance'],"Converted java.sql.Timestamp type adapter to the new style.
"
816,e4ea6b1,['Clean up'],"removed unused code.
"
817,8f43bda,['Clean up'],"Some small cleanup to Graphs.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=114030721
"
818,9aaeb95,['Refactoring'],"Push down the implementation of ImmutableMultiset.SerializedForm, so ImmutableMultimap.keys() doesn't retain implementations of ImmutableMultiset it doesn't use.

Effects on ImmutableListMultimapProGuard:
142493 bytes => 135474 bytes
128 classes => 123 classes
1002 methods => 966 methods

Effects on ImmutableSetMultimapProGuard:
155088 bytes => 148081 bytes
138 classes => 132 classes
1063 methods => 1027 methods

Effects on ImmutableMultisetProGuard:
34823 bytes => 34989 bytes
29 classes => 29 classes
236 methods => 237 methods

RELNOTES=n/a

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=179454342
"
819,c2641e0,"['Testing', 'Feature Add']","Add mapWithIndex overloads mapping IntStream -> Stream, etc.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=138666464
"
820,952ea2a,"['Maintenance', 'Feature Add']","Rewrite the Tld Pattern generator, take 2.
This CL adds the possibility to reuse the pattern generator for other template files. Also now the generator keeps track about which tld patterns are from the official ICANN list, and which patterns are private.
(Roll forward of CL 56906311, which was rolled back in CL 56996630, with a fix for the multiple internal-only GWT modules in com.google.common.net.)
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=57258531
"
821,faeac10,['Maintenance'],"Deprecate Hasher#hashCode(), implementations of this method return a hashCode of the Hasher object itself and not the hashed data, deprecating this would help warn users of making this mistake.

See []
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=102665096
"
822,606dd9e,"['Testing', 'Documentation']","Add missing removal dates/releases for deprecated APIs.
Add a horrible test to catch future missing info.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=85463445
"
823,ca9e7f9,['Bug fix'],"Change CountingInputStream and CountingOutputStream to require a non-null delegate stream, as reported in Guava issue #1869.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=78355152
"
824,8c90f96,"['Maintenance', 'Testing']","Add tests:
- map.put(presentKey, value)
- entry.setValue

Fixes https://github.com/google/guava/issues/2406

Make classes support entry.setValue:
- CompactHashMap
- LocalCache
  - Support was removed in [] and I'm not sure why.
  - The private documentation still claims that it's supported.
  - A test (that I edit in this CL) checks that it's not, but presumably only because it was copied from a test that looked for the old behavior and thus needed to be updated: http://[] | []
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=116244562
"
825,b62bb98,['Documentation'],"Update comment to be more accurate/descriptive.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=126308525
"
826,7fbd3fa,"['Testing', 'Bug fix']","Ensure that AbstractIterator does not hold onto its next reference after it has been returned by next().
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=53283705
"
827,e53a815,['Maintenance'],"Make a couple of optimizations to UnsignedLongs.toString(x, radix):

* If x > 0, use Long.toString. The JDK code is essentially the same for radices other than 10, and is much faster for 10.

* If radix is a power of two, use shifting and masking instead of division and remainder.

* If radix is even, simplify the initial division that extracts the last digit.

See also https://github.com/google/guava/issues/2478.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=123940513
"
828,78dab80,"['Clean up', 'Maintenance']","Stick to IntMath in Collections2.orderedPermutations.size.

Effects on Collections2ProGuard:
89279 bytes => 85910 bytes
38 classes => 36 classes
202 methods => 199 methods

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=156321417
"
829,417170e,['Documentation'],"Point users directly to catchingAsync instead of requiring them to read the withFallback deprecation advice, too.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=103323620
"
830,15950e7,['Documentation'],"Convert all @GwtIncompatible.reason values to implementation comments.
(redo of CL 110542459)
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=111321187
"
831,8420f1b,['Clean up'],"Eliminate references to ImmutableAsList in ImmutableMultiset.

ImmutableMultiset, for once, doesn't have a specialized asList(), so this does the right thing on both server side and Android: on Java 7, it returns a normal ImmutableList, on server-side it returns an ImmutableList whose contains() method delegates to the backing ImmutableMultiset.

Effects on ImmutableMultisetProGuard ([]
80423 bytes => 78313 bytes
34 classes => 31 classes
257 methods => 240 methods

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=152304598
"
832,f6186e3,['Documentation'],"Pick a clearer word to describe |target|.

Fixes #2211.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=106549164
"
833,0c76914,['Documentation'],"Warn about overriding Converter.reverse().

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=138458677
"
834,d0f7179,['Maintenance'],"Avoid array allocation in HashCode.writeToBytes().
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=51848312
"
835,288ca09,"['Testing', 'Maintenance']","Replace calls to deprecated Throwables.propagate() with ""throwIfUnchecked(e)"" (if it is possibly unchecked) and ""throw new RuntimeException(e)"".

For files in javatests/, just wrap + throw a new RuntimeException.

We are removing all calls in preparation for deleting the method.

More information: []
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=127774261
"
836,39b6a72,['Maintenance'],"Rewrite TreeRangeSet.complement() to be implemented in the same way as TreeRangeSet itself -- as a NavigableMap<Cut<C>, Range<C>> mapping lower bounds to ranges.

This is a prelude to implementing TreeRangeSet.subRangeSet, which -- itself implemented as a NavigableMap<Cut<C>, Range<C>> -- will be chainable with complement() operations.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=39984398
"
837,7dc1368,['Documentation'],"Remove reference to a deprecated method

Fixes #2580

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=134689299
"
838,f38aa29,['Documentation'],"Clarify javadoc of Files.move; it doesn't work just like mv.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=61519547
"
839,447e7a4,['Maintenance'],"Fix a call to checkArgument in SimpleTimeLimiter.newProxy to use string substitution.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=60440806
"
840,be55ffa,['Source Control'],"(partial) Automated g4 rollback of changelist 134687034.

*** Reason for rollback ***

j2cl bug?
[]

*** Original change description ***

Replace unnecessary StringBuilder calls with String concat

Fixes #2582

***

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=134695981
"
841,13d60bc,['Documentation'],"Fix a comment on AbstractScheduledService.Scheduler that implied that you could create subclasses of Scheduler (that are not subclasses of CustomScheduler).  This is impossible since Scheduler has a private constructor.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=32059988
"
